Geracao,Melhor_Geracao,Pior_Geracao,Melhor_Geral
90,1863465,1949867,1863465
91,1863465,1941498,1863465
92,1863465,1950581,1863465
93,1859937,1951172,1863465
94,1858022,1944091,1859937
95,1859937,1966017,1858022
96,1858022,1956029,1858022
97,1858022,1952925,1858022
98,1855936,1965096,1858022
99,1858022,1939791,1855936
100,1858022,1967218,1855936
101,1858022,1947113,1855936
102,1855936,1938630,1855936
103,1855936,1943563,1855936
104,1855936,1943313,1855936
105,1855936,1939145,1855936
106,1855936,1940030,1855936
107,1854096,1938180,1855936
108,1855936,1955418,1854096
109,1854096,1935710,1854096
110,1853367,1945166,1854096
111,1851281,1946582,1853367
112,1851281,1947732,1851281
113,1854096,1947002,1851281
114,1851281,1947255,1851281
115,1847901,1956105,1851281
116,1851281,1943018,1847901
117,1847901,1935985,1847901
118,1847901,1941622,1847901
119,1847901,1952149,1847901
120,1847901,1943243,1847901
121,1845438,1937219,1847901
122,1847901,1938739,1845438
123,1847901,1924830,1845438
124,1845438,1930696,1845438
125,1847524,1931614,1845438
126,1845438,1937224,1845438
127,1847901,1921732,1845438
128,1845438,1936927,1845438
129,1845438,1942721,1845438
130,1842768,1928532,1845438
131,1845041,1931279,1842768
132,1842768,1933089,1842768
133,1845438,1930378,1842768
134,1842768,1935307,1842768
135,1842768,1932392,1842768
136,1842768,1938454,1842768
137,1840592,1917723,1842768
138,1840592,1942147,1840592
139,1840592,1933066,1840592
