Geracao,Melhor_Geracao,Pior_Geracao,Melhor_Geral
427,34536,34536,34536
428,34536,34536,34536
429,34536,34536,34536
430,34536,34536,34536
431,34536,34536,34536
432,34536,34536,34536
433,34536,34536,34536
434,34536,34536,34536
435,34536,34536,34536
436,34536,34536,34536
437,34536,34536,34536
438,34536,34536,34536
439,34536,34536,34536
440,34536,52547,34536
441,34536,34536,34536
442,34536,34536,34536
443,34536,34536,34536
444,34536,34536,34536
445,34536,34536,34536
446,34536,34536,34536
447,34536,34536,34536
448,34536,34536,34536
449,34536,34536,34536
450,34536,34536,34536
451,34536,34536,34536
452,34536,34536,34536
453,34536,34536,34536
454,34536,40138,34536
455,34536,34536,34536
456,34536,34536,34536
457,34536,39162,34536
458,34536,34536,34536
459,34536,34536,34536
460,34536,34536,34536
461,34536,34536,34536
462,34536,34536,34536
463,34536,34536,34536
464,34536,44051,34536
465,34536,34536,34536
466,34536,34536,34536
467,34536,34536,34536
468,34536,34536,34536
469,34536,34536,34536
470,34536,34536,34536
471,34536,34536,34536
472,34536,34536,34536
473,34536,34536,34536
474,34536,34536,34536
475,34536,34536,34536
476,34536,62951,34536
477,34536,34536,34536
478,34536,34536,34536
479,34536,34536,34536
480,34536,34536,34536
481,34536,34536,34536
482,34536,50162,34536
483,34536,36423,34536
484,34536,49186,34536
485,34536,34536,34536
486,34536,34536,34536
487,34536,34536,34536
488,34536,34536,34536
489,34536,34536,34536
490,34536,36038,34536
491,34536,34536,34536
492,34536,34536,34536
493,34536,34536,34536
494,34536,34536,34536
495,34536,34536,34536
496,34536,34536,34536
497,34536,34536,34536
498,34536,34536,34536
499,34536,35710,34536

Precisao,Condicao_Parada,Tempo,Melhor_Fitness
0.9706393328700487,ESTAGNACAO,4,34536

tamanho_populacao,k_individuos_selecao,posicoes_cruzamento,busca_local_profundidade,taxa_busca_local,taxa_cruzamento,taxa_mutacao,taxa_sobrevivencia
500,3,50,0.2,0.8,0.1,0.3
